Timestamp,Date,USDT,USDC,PYUSD,USDe,DAI,FDUSD
1708041600,2024-02-16,97304868931,26925152102,271672366,225993856,4827799404,2434115918
1707955200,2024-02-15,97336247917,27019362251,265960712,224277550,4820721188,2445800362
1707868800,2024-02-14,96787758381,26689026495,267482793,224287903,4807330965,2406811517
1707782400,2024-02-13,96637770433,26657244844,267146328,209320001,4819384497,2354746214
1707696000,2024-02-12,96558720640,26830414422,271272478,208643330,4856255292,2378246675
1707609600,2024-02-11,96425207261,26826968671,269923553,208426042,4837400591,2364146399
1707523200,2024-02-10,96208378383,26789597289,269918273,199075232,4820192058,2359446306
1707436800,2024-02-09,96289571761,26613016766,269427974,178829275,4804373570,2278073249
1707350400,2024-02-08,96269428997,26441199437,271654851,178839870,4816731937,2119718596
1707264000,2024-02-07,96080918392,26270335053,271947691,164014825,4815766852,2150775026
1707177600,2024-02-06,96064849275,25960467418,271092379,156206618,4796493170,2171199519
1707091200,2024-02-05,96181869124,25968400357,271187905,155114521,4816088471,2173147762
1707004800,2024-02-04,96135237584,25945765756,271014678,152371445,4817246588,2170253664
1706918400,2024-02-03,96202494292,25897770065,271391479,152388707,4818607349,2174378460
1706832000,2024-02-02,96305147414,25832679300,271089983,146674166,4820391581,2173813122
1706745600,2024-02-01,96000234428,25800260117,270264804,139828234,4818907120,2165307909
1706659200,2024-01-31,96140512112,25577385268,269362322,135206411,4885552834,2167097239
1706572800,2024-01-30,96040095474,25399939606,270000868,133208406,5149212544,2172959022
1706486400,2024-01-29,96019704040,25093990476,269916881,131674033,5153747658,2176648025
1706400000,2024-01-28,95969099987,25102273939,269701915,131717778,5152957700,2173602854
1706313600,2024-01-27,95967218711,25040021897,269713178,131627597,5162896202,2177539561
1706227200,2024-01-26,95543581705,24981649927,269739882,131806305,5150875299,2200963201
1706140800,2024-01-25,95512228464,24814074068,269468395,131307169,5121818658,2233017906
1706054400,2024-01-24,95659508140,24760631315,269157980,131073733,5109340608,2240473351
1705968000,2024-01-23,94865026114,24724312448,269080150,131725818,5083879257,2246498176
1705881600,2024-01-22,94791054938,24784733443,273987036,131856889,5098811741,2055715112
1705795200,2024-01-21,94845722752,24761922847,274347502,131377598,5107308192,2008289333
1705708800,2024-01-20,94907011924,24656609749,271118646,131115628,5108394025,2006285052
1705622400,2024-01-19,94924423335,24672165755,270508204,125458814,5109956211,1745302240
1705536000,2024-01-18,95040194578,24757519148,269508318,126058547,5126318535,2121265855
1705449600,2024-01-17,95068943281,24528687907,263875170,124297971,5133273609,2096250885
1705363200,2024-01-16,95014535787,24544889569,267259757,123349407,5138544673,2025043689
1705276800,2024-01-15,95077941897,24568582409,269672892,118618582,5143075167,2031100548
1705190400,2024-01-14,94959118221,24530719528,266807664,118542111,5175465590,2013276934
1705104000,2024-01-13,94942211254,24450101852,263249200,118357599,5177974891,2014884048
1705017600,2024-01-12,94980329573,24396498769,261419066,117342053,5237169267,2019130789
1704931200,2024-01-11,94685834131,24396846035,258660665,117438884,5231440994,2014016008
1704844800,2024-01-10,94228636696,24320257664,258476599,116791212,5230614304,2040074765
1704758400,2024-01-09,94057456783,24486881617,247315906,112270409,5223788433,1927390428
1704672000,2024-01-08,93585145320,24612675798,244118783,110182278,5194173518,1833954967
1704585600,2024-01-07,93621529319,24602680701,243824783,110556749,5198878192,1837280157
1704499200,2024-01-06,93320401318,24544588738,243955900,106668320,5200994101,1835460401
1704412800,2024-01-05,92873224702,24353067798,234800431,106594741,5228109788,1810096221
1704326400,2024-01-04,92356526357,24209743001,234043573,105303447,5222448516,1801090767
1704240000,2024-01-03,92020117112,24102510507,234207170,101501264,5212612186,1799866525
1704153600,2024-01-02,91957173752,24022237449,233756678,91507350,5196065632,1800947280
1704067200,2024-01-01,91665918562,23863493722,234316184,86250149,5164300298,1797300070
1703980800,2023-12-31,91768770464,24014669037,233831479,84763419,5181641814,1798245643
1703894400,2023-12-30,91743380100,24112008590,234056975,79289308,5198762139,1802892458
1703808000,2023-12-29,91497677422,24196714023,235930252,73012764,5194984734,1806494641
1703721600,2023-12-28,91518442108,24271389903,238269764,71416279,5225992129,1801355086
1703635200,2023-12-27,91315534130,24063409418,234440418,63983210,5224952108,1793824303
1703548800,2023-12-26,91298065200,24373802430,234178113,63286470,5243392088,1790133082
1703462400,2023-12-25,91276455285,24418976119,234345701,59614171,5261354226,1789888915
1703376000,2023-12-24,91324167292,24450610470,234755699,57403401,5268833981,1800727391
1703289600,2023-12-23,91166134358,24409485162,234532258,54958802,5239288189,1794998457
1703203200,2023-12-22,91042674797,24162537813,234525001,49298258,5224110541,1794769449
1703116800,2023-12-21,90997478400,24231924976,233249848,44103681,5225342687,1798932050
1703030400,2023-12-20,90852195037,24129631207,234022187,37611690,5222291564,1794799792
1702944000,2023-12-19,90706337371,23864303473,231207623,32553803,5221763455,1625421235
1702857600,2023-12-18,90789021963,23766619310,199945372,24730228,5213042169,1653859212
1702771200,2023-12-17,90814015237,23763502926,199522108,21501701,5210437944,1652578515
1702684800,2023-12-16,90757848534,23720549361,199902227,21501681,5176344943,1656324510
1702598400,2023-12-15,90750575813,23674274466,187708059,12886418,5189550892,1398859917
1702512000,2023-12-14,90565337799,23565830159,187279736,7030430,5190412393,1348241634
1702425600,2023-12-13,90528056603,23265822373,143267373,5420711,5217725290,1076361306
1702339200,2023-12-12,90788011889,23452324929,141661512,4945329,5323026918,1070141891
1702252800,2023-12-11,90501094898,23800720756,139655161,4945329,5366211499,1069074959
